event_time,user_id,session_id,event_type,channel,premium_amount
2025-10-30 23:23:37,2522,s_46,signup,Organic,23512848
2025-10-12 21:21:46,3418,s_47,signup,Social,43792787
2025-10-23 23:07:10,12,s_48,quote_view,Organic,49795970
2025-10-04 02:04:11,4745,s_49,signup,Google Ads,16883206
2025-10-03 01:16:15,3267,s_50,purchase,Social,9125631
2025-10-20 18:25:28,3146,s_51,signup,Referral,20124027
2025-10-26 18:47:46,875,s_52,signup,SMS,14897824
2025-10-18 12:55:55,2434,s_53,purchase,SMS,26781721
2025-10-13 10:21:46,884,s_54,policy_click,Google Ads,11826404
2025-10-28 01:35:00,4651,s_55,signup,Social,19016852
2025-10-13 07:31:21,3986,s_56,signup,Referral,40883187
2025-10-26 12:50:49,1580,s_57,signup,Social,49908084
2025-10-22 03:24:29,3772,s_58,policy_click,Referral,20335272
2025-10-21 17:33:23,353,s_59,quote_view,Referral,30101565
2025-10-30 23:13:21,1507,s_60,quote_view,Social,11579195
2025-10-13 17:43:40,3488,s_61,policy_click,Organic,6067250
2025-10-12 16:14:42,2852,s_62,purchase,SMS,6638319
2025-10-02 12:13:56,2030,s_63,quote_view,Organic,7199689
2025-10-02 00:49:23,1847,s_64,policy_click,SMS,36886683
2025-10-28 23:41:53,2391,s_65,policy_click,Organic,21652880
2025-10-20 09:31:42,4031,s_66,purchase,Social,42535485
2025-10-19 17:52:10,3439,s_67,policy_click,Social,36809661
2025-10-05 16:50:01,2384,s_68,quote_view,Referral,38545560
2025-10-14 07:20:22,3368,s_69,quote_view,Google Ads,29976590
2025-10-01 10:23:23,4981,s_70,policy_click,Social,27122331
2025-10-15 02:00:41,1466,s_71,policy_click,SMS,29822017
2025-10-05 14:17:26,2152,s_72,purchase,Referral,8276071
2025-10-14 15:49:41,3484,s_73,purchase,SMS,33500521
2025-10-22 00:34:50,574,s_74,signup,Organic,15867934
2025-10-27 00:46:10,775,s_75,policy_click,Google Ads,40574366
2025-10-28 13:53:20,3366,s_76,signup,Social,39978456
2025-10-20 11:36:55,4339,s_77,signup,Organic,13885888
2025-10-13 14:51:37,3931,s_78,signup,Referral,19216719
2025-10-02 06:59:57,2681,s_79,signup,SMS,18686953
2025-10-03 00:02:02,4961,s_80,quote_view,Google Ads,40068580
2025-10-17 08:02:59,2221,s_81,purchase,Social,9667752
2025-10-28 17:00:19,1440,s_82,policy_click,SMS,25693993
2025-10-10 01:58:37,714,s_83,purchase,Social,22495501
2025-10-12 11:08:53,576,s_84,purchase,Social,8817841
2025-10-20 13:13:44,2982,s_85,purchase,SMS,18288286
2025-10-29 11:27:16,70,s_86,purchase,Social,16252781
2025-10-21 21:59:39,3765,s_87,purchase,Referral,36358582
2025-10-23 00:56:28,4939,s_88,purchase,Google Ads,29338728
2025-10-05 00:42:05,2377,s_89,quote_view,Organic,35602981
2025-10-22 15:42:22,2206,s_90,purchase,Google Ads,48424609
2025-10-03 05:56:42,918,s_91,policy_click,Organic,15852221
2025-10-04 17:22:01,2746,s_92,policy_click,Referral,23023190
2025-10-30 09:05:09,743,s_93,signup,Google Ads,18933738
2025-10-19 16:47:00,4151,s_94,signup,Referral,5090428
2025-10-20 03:19:54,2534,s_95,purchase,SMS,39598160
2025-10-24 19:44:07,1838,s_96,signup,Organic,39225856
2025-10-30 03:31:20,1377,s_97,signup,SMS,13623618
2025-10-08 00:36:30,410,s_98,purchase,SMS,25511764
2025-10-15 14:19:20,3008,s_99,signup,Google Ads,24928813
2025-10-04 11:32:47,2953,s_100,policy_click,Social,47826299
2025-10-10 20:02:15,4243,s_101,purchase,Social,39540146
2025-10-01 15:44:50,1680,s_102,policy_click,Referral,23139894
2025-10-21 14:51:58,1715,s_103,policy_click,Google Ads,30926553
2025-10-14 06:45:56,1198,s_104,quote_view,SMS,20338818
2025-10-17 23:03:46,2338,s_105,quote_view,Referral,41185358
2025-10-06 23:52:06,3217,s_106,signup,SMS,49463883
2025-10-11 15:59:54,2957,s_107,policy_click,Referral,16297298
2025-10-27 03:17:12,3194,s_108,signup,Organic,14170518
2025-10-11 02:47:55,27,s_109,purchase,Referral,15956042
2025-10-22 00:10:17,3138,s_110,policy_click,Referral,34847746
2025-10-06 06:41:22,2974,s_111,signup,SMS,40958778
2025-10-17 12:41:34,3166,s_112,policy_click,Social,16838292
2025-10-30 09:02:22,1091,s_113,signup,SMS,27222675
2025-10-21 13:53:18,250,s_114,purchase,Google Ads,13712265
2025-10-28 07:40:06,142,s_115,quote_view,SMS,49024032
2025-10-06 11:59:57,267,s_116,policy_click,Social,45455732
2025-10-14 15:47:14,4311,s_117,signup,Google Ads,19221730
2025-10-24 10:23:13,489,s_118,quote_view,Social,31870168
2025-10-27 18:19:04,496,s_119,purchase,Google Ads,11676610
2025-10-15 22:34:18,480,s_120,quote_view,SMS,7812850
2025-10-22 19:00:09,2691,s_121,purchase,Social,30845260
2025-10-11 05:08:37,4097,s_122,signup,Social,16802914
2025-10-15 11:38:25,3081,s_123,purchase,Organic,15464728
2025-10-24 23:51:02,4937,s_124,quote_view,Organic,45659089
2025-10-15 22:17:56,2428,s_125,signup,Referral,34983773
2025-10-13 09:52:54,844,s_126,signup,Organic,21565591
2025-10-17 20:15:57,3216,s_127,policy_click,Social,15969689
2025-10-25 12:56:19,3912,s_128,signup,Referral,31004288
2025-10-06 18:57:32,4078,s_129,signup,SMS,12890272
2025-10-30 22:53:19,2350,s_130,signup,Referral,49803143
2025-10-22 07:17:19,650,s_131,policy_click,Google Ads,27303755
2025-10-21 18:16:41,1894,s_132,purchase,Referral,12761287
2025-10-01 16:12:14,2857,s_133,quote_view,Organic,22843473
2025-10-20 09:40:00,3251,s_134,signup,SMS,49172391
2025-10-05 20:41:31,2387,s_135,quote_view,Google Ads,21277204
2025-10-08 20:51:14,1726,s_136,quote_view,Referral,12137673
2025-10-19 04:43:00,1355,s_137,signup,SMS,23795556
2025-10-04 00:00:01,1294,s_138,quote_view,Organic,9387100
2025-10-07 03:30:22,3047,s_139,purchase,SMS,45691373
2025-10-21 16:22:16,3259,s_140,quote_view,SMS,24489495
2025-10-04 14:31:33,2714,s_141,quote_view,Google Ads,9480889
2025-10-02 14:35:23,404,s_142,policy_click,Social,47442027
2025-10-23 16:18:06,3973,s_143,purchase,Organic,29624035
2025-10-26 19:23:44,4033,s_144,quote_view,Google Ads,37826897
2025-10-25 22:16:06,1547,s_145,signup,Google Ads,22680974
2025-10-03 08:31:14,2607,s_146,quote_view,Google Ads,37589797
2025-10-02 11:12:25,2826,s_147,signup,Social,40122410
2025-10-21 20:42:52,1853,s_148,purchase,Social,6377811
2025-10-06 06:40:21,4207,s_149,purchase,Referral,12432993
2025-10-29 14:35:09,813,s_150,policy_click,Referral,22653238
2025-10-16 21:34:11,3375,s_151,signup,Organic,38000632
2025-10-11 10:13:14,930,s_152,signup,Organic,37605559
2025-10-23 08:47:37,4982,s_153,purchase,Social,19076698
2025-10-17 06:58:59,4076,s_154,signup,Social,49660457
2025-10-22 16:40:31,3324,s_155,signup,Social,29201489
2025-10-25 06:29:18,175,s_156,quote_view,Google Ads,11763162
2025-10-14 08:03:08,1364,s_157,policy_click,Social,44842526
2025-10-24 20:37:11,2896,s_158,quote_view,Google Ads,33195936
2025-10-01 23:55:20,1038,s_159,purchase,Google Ads,32056632
2025-10-11 11:04:01,3012,s_160,signup,Organic,26559670
2025-10-11 03:42:30,2091,s_161,signup,SMS,48640611
2025-10-07 20:08:08,461,s_162,purchase,Referral,19071314
2025-10-12 21:15:23,2753,s_163,signup,Referral,38191778
2025-10-07 03:31:48,149,s_164,purchase,Organic,16084844
2025-10-15 01:52:53,4434,s_165,policy_click,Organic,15630246
2025-10-04 15:07:58,1134,s_166,signup,Social,49447995
2025-10-21 16:58:07,354,s_167,quote_view,Social,27363704
2025-10-22 01:04:44,1108,s_168,quote_view,Social,27467599
2025-10-29 06:31:56,2603,s_169,policy_click,Google Ads,33116117
2025-10-15 04:51:43,2114,s_170,purchase,Google Ads,14269131
2025-10-17 03:16:48,4095,s_171,signup,Social,19806497
2025-10-27 09:30:57,3686,s_172,signup,Google Ads,44463567
2025-10-16 06:47:11,3207,s_173,quote_view,Organic,28489326
2025-10-07 04:18:05,1110,s_174,purchase,Social,27638664
2025-10-21 17:37:36,4180,s_175,purchase,Referral,49805914
2025-10-03 11:09:56,1978,s_176,signup,Referral,14906171
2025-10-11 09:45:05,227,s_177,signup,Google Ads,33654190
2025-10-05 18:26:38,2940,s_178,quote_view,Referral,45063370
2025-10-06 09:16:00,1013,s_179,purchase,Social,46342162
2025-10-24 21:32:11,4116,s_180,signup,Referral,15579598
2025-10-10 22:27:48,3107,s_181,signup,Organic,15025592
2025-10-14 03:05:21,3937,s_182,quote_view,Google Ads,32308890
2025-10-15 20:27:04,2803,s_183,quote_view,Referral,36755808
2025-10-02 05:43:18,1467,s_184,signup,Google Ads,39605782
2025-10-25 20:26:13,2989,s_185,policy_click,Organic,28481365
2025-10-07 00:33:30,270,s_186,quote_view,Referral,34636467
2025-10-14 15:34:08,3807,s_187,signup,Social,44019506
2025-10-05 09:45:03,1532,s_188,policy_click,SMS,19765707
2025-10-24 01:39:15,304,s_189,signup,Referral,10705147
2025-10-09 14:54:35,4906,s_190,purchase,Organic,24831252
2025-10-05 21:46:58,1933,s_191,policy_click,SMS,8914980
2025-10-18 16:35:45,2041,s_192,purchase,Referral,28291424
2025-10-21 23:58:05,4022,s_193,signup,Google Ads,11741384
2025-10-09 05:33:02,142,s_194,policy_click,Organic,9580812
2025-10-29 11:53:05,809,s_195,purchase,Referral,40751193
2025-10-01 22:18:11,948,s_196,quote_view,Organic,25050486
2025-10-21 03:12:08,3952,s_197,policy_click,Social,43971758
2025-10-07 17:11:34,3413,s_198,quote_view,SMS,31685619
2025-10-24 01:25:49,2293,s_199,quote_view,SMS,13372616
2025-10-08 06:35:56,766,s_200,purchase,Social,49807420
2025-10-03 13:26:03,2924,s_201,signup,SMS,29685518
2025-10-22 21:37:16,939,s_202,purchase,SMS,42928184
2025-10-22 23:07:58,2497,s_203,signup,Social,38266666
2025-10-26 10:53:43,3563,s_204,purchase,Google Ads,23621752
2025-10-02 06:42:52,1263,s_205,purchase,SMS,13835256
2025-10-26 21:09:09,543,s_206,policy_click,Google Ads,22956982
2025-10-22 06:35:15,2680,s_207,signup,Organic,26069732
2025-10-26 06:32:20,2955,s_208,quote_view,Organic,48374920
2025-10-22 13:23:45,2932,s_209,signup,SMS,36578957
2025-10-10 16:21:47,2782,s_210,signup,Organic,31104733
2025-10-20 16:11:02,4240,s_211,purchase,Social,22249842
2025-10-10 08:44:23,2992,s_212,quote_view,SMS,37263470
2025-10-08 11:50:08,2613,s_213,policy_click,Social,26291091
2025-10-23 08:42:46,3649,s_214,purchase,Google Ads,13339893
2025-10-05 15:24:59,1200,s_215,policy_click,Referral,15589646
2025-10-14 20:27:25,2118,s_216,policy_click,Referral,12371449
2025-10-24 00:00:14,2681,s_217,signup,SMS,36364407
2025-10-25 15:51:42,2849,s_218,quote_view,Social,29911390
2025-10-04 04:53:06,4689,s_219,signup,Referral,13464707
2025-10-05 20:03:19,4663,s_220,quote_view,SMS,40180733
2025-10-16 03:49:24,4787,s_221,policy_click,Referral,40313266
2025-10-07 23:43:46,3682,s_222,signup,Referral,47206162
2025-10-04 18:02:38,3496,s_223,policy_click,Organic,23620987
2025-10-05 07:27:09,665,s_224,purchase,SMS,8187108
2025-10-08 07:02:47,4502,s_225,quote_view,Referral,37459553
2025-10-02 01:10:29,3163,s_226,policy_click,SMS,12560448
2025-10-25 02:52:38,3366,s_227,policy_click,Organic,17224222
2025-10-29 04:42:06,1417,s_228,quote_view,SMS,7391655
2025-10-16 16:44:18,3109,s_229,policy_click,Organic,23506530
2025-10-28 20:30:06,517,s_230,purchase,Referral,18808794
2025-10-14 11:17:22,850,s_231,policy_click,Referral,46175700
2025-10-15 07:35:38,1902,s_232,policy_click,Referral,14034006
2025-10-06 04:07:30,908,s_233,quote_view,Organic,34108776
2025-10-15 19:30:17,316,s_234,quote_view,Google Ads,43793470
2025-10-16 01:03:45,3244,s_235,purchase,Organic,21402908
2025-10-26 01:07:44,1508,s_236,policy_click,Organic,12201231
2025-10-01 21:59:43,4123,s_237,signup,Social,47656248
2025-10-01 16:44:42,1519,s_238,purchase,Referral,33312085
2025-10-25 22:43:21,4151,s_239,signup,Referral,21413735
2025-10-19 15:30:40,1935,s_240,policy_click,Social,32288705
2025-10-07 03:54:11,4345,s_241,policy_click,Google Ads,44098153
2025-10-02 10:24:04,1802,s_242,quote_view,SMS,30304477
2025-10-29 12:24:43,2623,s_243,purchase,Referral,25783078
2025-10-09 17:54:00,857,s_244,signup,Referral,40000550
2025-10-29 03:21:15,1877,s_245,policy_click,Organic,5899308
2025-10-14 21:33:11,1526,s_246,policy_click,Google Ads,43617682
2025-10-24 23:32:59,1417,s_247,quote_view,Google Ads,23984969
2025-10-25 02:30:55,3480,s_248,quote_view,Google Ads,32199571
2025-10-29 09:29:27,3872,s_249,quote_view,Google Ads,40435966
2025-10-25 19:40:04,1795,s_250,purchase,Social,47998679
2025-10-06 06:46:35,3066,s_251,purchase,Organic,36459205
2025-10-22 19:40:43,2721,s_252,policy_click,Social,10075322
2025-10-29 08:30:42,4205,s_253,signup,Social,19212140
2025-10-29 19:46:28,3677,s_254,purchase,SMS,14185781
2025-10-11 13:23:54,353,s_255,quote_view,Organic,8549030
2025-10-29 13:28:37,3232,s_256,quote_view,Google Ads,7576999
2025-10-27 13:53:17,1428,s_257,purchase,Organic,46338919
2025-10-18 21:57:20,2193,s_258,policy_click,Google Ads,18928039
2025-10-14 02:58:29,1778,s_259,policy_click,SMS,30179982
2025-10-04 03:49:11,3537,s_260,policy_click,Referral,11893439
2025-10-12 13:59:38,1117,s_261,policy_click,Social,15558432
2025-10-09 07:35:25,2321,s_262,quote_view,SMS,20060364
2025-10-25 08:52:14,534,s_263,purchase,Social,21451523
2025-10-06 23:24:03,1218,s_264,quote_view,Google Ads,26870748
2025-10-18 21:00:49,2989,s_265,signup,Google Ads,31110905
2025-10-07 05:49:13,2229,s_266,policy_click,SMS,26785348
2025-10-29 07:06:06,1980,s_267,policy_click,Referral,44567097
2025-10-25 10:32:57,2077,s_268,signup,Referral,37369155
2025-10-15 03:00:47,532,s_269,signup,Social,40279823
2025-10-21 10:18:33,3077,s_270,quote_view,Google Ads,46953466
2025-10-23 17:13:41,1945,s_271,signup,Google Ads,17036932
2025-10-29 05:52:22,4236,s_272,policy_click,Referral,7673526
2025-10-10 12:58:03,3100,s_273,signup,Google Ads,36541848
2025-10-19 07:21:20,4358,s_274,quote_view,Google Ads,34871298
2025-10-18 14:07:25,3830,s_275,signup,SMS,23518045
2025-10-01 00:36:15,4115,s_276,signup,Referral,23528659
2025-10-16 07:14:21,2585,s_277,quote_view,Referral,43474818
2025-10-27 11:01:53,1549,s_278,quote_view,Organic,45412459
2025-10-04 23:54:19,1489,s_279,quote_view,Referral,8784782
2025-10-28 15:44:50,3660,s_280,policy_click,Referral,6151931
2025-10-05 22:54:13,228,s_281,policy_click,Organic,5408744
2025-10-07 11:14:27,4472,s_282,signup,Google Ads,16135793
2025-10-14 06:05:30,4832,s_283,policy_click,Google Ads,7403465
2025-10-17 18:08:18,4353,s_284,purchase,Social,21387856
2025-10-01 11:19:11,4929,s_285,quote_view,Google Ads,7143713
2025-10-15 11:00:47,4797,s_286,purchase,Referral,24146696
2025-10-14 09:28:46,699,s_287,quote_view,Social,21276530
2025-10-03 08:52:30,438,s_288,signup,Social,23795640
2025-10-08 06:50:43,1685,s_289,quote_view,Google Ads,22710145
2025-10-12 10:29:04,2154,s_290,policy_click,Social,7812953
2025-10-30 03:21:07,4711,s_291,signup,Organic,18470501
2025-10-13 00:45:35,2915,s_292,quote_view,Social,35725098
2025-10-18 05:49:10,3218,s_293,signup,SMS,18133085
2025-10-27 10:31:42,960,s_294,signup,Organic,20545066
2025-10-10 05:33:54,1840,s_295,signup,Referral,46536566
2025-10-05 07:12:31,278,s_296,purchase,Google Ads,6741448
2025-10-24 05:51:05,4221,s_297,policy_click,Google Ads,16602939
2025-10-20 18:20:21,3757,s_298,signup,SMS,6218621
2025-10-13 15:06:53,1344,s_299,policy_click,Google Ads,37499763
2025-10-08 19:08:46,4771,s_300,quote_view,Referral,12552637
2025-10-23 04:12:34,715,s_301,signup,Social,5572749
2025-10-24 07:31:59,1506,s_302,policy_click,Google Ads,5289843
2025-10-02 19:14:07,3922,s_303,signup,Referral,41852010
2025-10-28 18:48:46,2715,s_304,purchase,Organic,17825183
2025-10-21 15:22:40,1348,s_305,quote_view,Referral,26910153
2025-10-12 13:42:47,2443,s_306,purchase,SMS,24888064
2025-10-29 17:49:42,4869,s_307,signup,Referral,23296846
2025-10-14 15:15:02,3961,s_308,policy_click,Google Ads,23585930
2025-10-06 08:17:13,1753,s_309,signup,Social,6937467
2025-10-08 20:26:21,2506,s_310,signup,Referral,38949349
2025-10-17 20:50:49,1738,s_311,signup,SMS,12172563
2025-10-13 03:41:48,4170,s_312,purchase,Organic,48661689
2025-10-21 07:25:41,1109,s_313,purchase,SMS,39132159
2025-10-14 01:55:27,2680,s_314,policy_click,Organic,23336095
2025-10-27 05:26:20,1038,s_315,quote_view,Referral,15244707
2025-10-26 12:11:26,912,s_316,quote_view,Social,49588977
2025-10-11 10:07:09,4890,s_317,policy_click,SMS,43304907
2025-10-09 10:46:42,2097,s_318,signup,Social,25339257
2025-10-12 00:21:50,3014,s_319,quote_view,Referral,34176024
2025-10-10 16:56:40,359,s_320,purchase,Social,24378184
2025-10-02 07:25:23,1077,s_321,policy_click,Social,15864060
2025-10-21 03:16:23,2104,s_322,policy_click,SMS,46490903
2025-10-16 09:16:02,4975,s_323,signup,Referral,26491304
2025-10-16 00:22:07,3528,s_324,quote_view,Social,17106290
2025-10-13 13:24:45,2303,s_325,quote_view,Organic,46151554
2025-10-10 16:07:49,4101,s_326,signup,Google Ads,29682865
2025-10-08 18:19:34,1605,s_327,policy_click,Organic,29428904
2025-10-22 23:16:24,1076,s_328,policy_click,Social,42914129
2025-10-14 15:00:09,4049,s_329,policy_click,Referral,43887142
2025-10-11 00:38:17,329,s_330,policy_click,Organic,40133617
2025-10-20 13:27:25,3233,s_331,purchase,Referral,34728713
2025-10-07 18:52:27,3478,s_332,purchase,Organic,33150149
2025-10-04 14:28:14,1003,s_333,policy_click,Referral,30887490
2025-10-19 16:19:15,4879,s_334,policy_click,Social,49749185
2025-10-27 15:15:48,577,s_335,policy_click,SMS,7490086
2025-10-25 06:47:35,327,s_336,purchase,Organic,37795467
2025-10-15 22:13:20,1528,s_337,signup,Referral,41937600
2025-10-10 17:31:07,2822,s_338,quote_view,Organic,6698739
2025-10-27 11:13:09,1466,s_339,purchase,Referral,11919268
2025-10-15 03:32:51,3226,s_340,policy_click,Referral,7695711
2025-10-13 13:09:08,2282,s_341,policy_click,SMS,46956248
2025-10-22 15:11:00,4748,s_342,policy_click,Referral,36857138
2025-10-05 01:00:07,2381,s_343,policy_click,Organic,44789989
2025-10-30 03:49:39,495,s_344,signup,Social,25557188
2025-10-08 04:43:48,1139,s_345,purchase,Google Ads,48516817
2025-10-01 14:52:13,2417,s_346,quote_view,Referral,9415625
2025-10-23 16:09:57,1357,s_347,policy_click,Google Ads,10864628
2025-10-15 05:27:09,1154,s_348,signup,Social,46510610
2025-10-14 12:42:44,3250,s_349,signup,Google Ads,31254753
2025-10-22 13:41:50,2143,s_350,policy_click,Referral,35793245
2025-10-14 13:34:18,3389,s_351,policy_click,Organic,21929418
2025-10-10 04:51:03,1125,s_352,quote_view,SMS,8150421
2025-10-20 15:34:22,802,s_353,purchase,Referral,35214301
2025-10-20 00:21:47,2043,s_354,quote_view,Referral,18949517
2025-10-22 05:05:23,208,s_355,purchase,SMS,18135543
2025-10-18 06:31:45,2655,s_356,signup,SMS,8816642
2025-10-02 07:24:36,473,s_357,signup,SMS,23458681
2025-10-13 23:12:48,1639,s_358,policy_click,SMS,14549006
2025-10-30 03:40:00,136,s_359,quote_view,SMS,30646335
2025-10-10 04:50:05,4357,s_360,quote_view,Referral,32228306
2025-10-10 20:35:28,1171,s_361,policy_click,Google Ads,15257340
2025-10-20 21:03:56,458,s_362,quote_view,Organic,32452373
2025-10-04 19:06:25,1437,s_363,signup,Referral,29779946
2025-10-19 10:59:05,3572,s_364,signup,Social,24936772
2025-10-10 21:57:45,2149,s_365,policy_click,Referral,13205439
2025-10-21 07:37:58,4243,s_366,policy_click,Referral,39165538
2025-10-07 19:46:13,4813,s_367,purchase,Google Ads,34518179
2025-10-13 19:48:43,507,s_368,signup,SMS,15527446
2025-10-21 10:34:47,2606,s_369,signup,Social,37249603
2025-10-24 19:04:12,2384,s_370,signup,Google Ads,35328252
2025-10-09 20:32:07,446,s_371,signup,Organic,30203969
2025-10-20 08:19:30,2782,s_372,signup,Social,5061602
2025-10-30 17:33:25,444,s_373,purchase,Social,8048451
2025-10-23 20:03:40,118,s_374,policy_click,Google Ads,45737530
2025-10-17 09:38:39,1541,s_375,policy_click,Social,38553791
2025-10-04 17:14:49,2771,s_376,quote_view,Referral,22700283
2025-10-27 07:03:54,567,s_377,signup,Referral,19358063
2025-10-16 20:04:00,3603,s_378,signup,SMS,22306999
2025-10-19 06:10:08,1937,s_379,policy_click,Google Ads,9654595
2025-10-12 16:05:58,4184,s_380,signup,Referral,22487557
2025-10-12 01:52:02,1653,s_381,signup,Social,21387634
2025-10-23 09:14:22,4572,s_382,signup,Social,20313936
2025-10-24 01:12:04,4391,s_383,policy_click,Referral,22224963
2025-10-12 06:34:50,4816,s_384,quote_view,Google Ads,7419029
2025-10-29 20:13:05,4782,s_385,policy_click,Google Ads,28049172
2025-10-04 00:08:31,2687,s_386,signup,Organic,20185867
2025-10-08 05:38:42,1204,s_387,policy_click,Google Ads,25548443
2025-10-25 17:39:14,2938,s_388,purchase,Referral,7224365
2025-10-03 22:59:09,406,s_389,signup,Organic,18906764
2025-10-12 08:32:04,3908,s_390,policy_click,Social,27480874
2025-10-21 17:40:24,4215,s_391,policy_click,Referral,16474410
2025-10-06 14:07:23,4080,s_392,quote_view,SMS,34734048
2025-10-29 19:54:39,313,s_393,signup,SMS,27957543
2025-10-05 08:09:54,163,s_394,purchase,Google Ads,28544959
2025-10-20 17:01:15,1529,s_395,purchase,Organic,40013047
2025-10-28 17:25:40,4389,s_396,signup,Organic,44347480
2025-10-21 14:04:10,4786,s_397,policy_click,Social,48815922
2025-10-04 03:10:40,1566,s_398,purchase,Google Ads,25024403
2025-10-14 12:44:58,4769,s_399,signup,Organic,22481061
2025-10-05 16:38:06,399,s_400,purchase,Referral,7287778
2025-10-28 13:07:00,3587,s_401,signup,Social,28840072
2025-10-28 15:48:32,1048,s_402,purchase,Organic,13773618
2025-10-19 14:47:19,1943,s_403,quote_view,SMS,40182173
2025-10-06 11:46:46,3131,s_404,signup,SMS,38709806
2025-10-20 02:11:18,2797,s_405,quote_view,Organic,20846516
2025-10-14 05:15:42,240,s_406,signup,SMS,29375061
2025-10-16 01:17:17,2359,s_407,purchase,Referral,7989392
2025-10-23 22:58:08,672,s_408,purchase,Social,40272622
2025-10-05 15:38:34,2620,s_409,policy_click,Referral,46745675
2025-10-15 11:14:00,2462,s_410,purchase,SMS,23838946
2025-10-21 19:09:59,3394,s_411,quote_view,Organic,47575096
2025-10-12 01:49:56,402,s_412,policy_click,Organic,6496223
2025-10-01 10:22:35,2107,s_413,quote_view,Social,19591875
2025-10-13 13:44:26,4149,s_414,quote_view,SMS,9087191
2025-10-09 13:36:14,1088,s_415,quote_view,SMS,15738172
2025-10-03 08:36:51,1143,s_416,quote_view,SMS,27938955
2025-10-19 20:38:14,4382,s_417,quote_view,Google Ads,27889378
2025-10-03 01:47:23,2066,s_418,signup,Organic,24505564
2025-10-19 10:55:22,3909,s_419,signup,SMS,39401168
2025-10-19 03:38:53,4256,s_420,policy_click,Social,47961051
2025-10-04 05:12:21,3960,s_421,quote_view,Google Ads,10550057
2025-10-24 20:56:14,142,s_422,signup,SMS,38439022
2025-10-16 18:35:56,397,s_423,purchase,Organic,19452752
2025-10-07 03:22:33,2628,s_424,policy_click,Google Ads,5457219
2025-10-19 03:48:31,4630,s_425,signup,Referral,36878647
2025-10-15 11:43:02,1556,s_426,purchase,Social,28876229
2025-10-24 22:06:39,2509,s_427,policy_click,Organic,15747854
2025-10-06 04:05:10,4382,s_428,purchase,Referral,33575659
2025-10-29 17:10:50,1029,s_429,quote_view,Organic,22971911
2025-10-12 05:22:52,2177,s_430,purchase,Social,13899574
2025-10-21 00:48:54,671,s_431,quote_view,SMS,27681946
2025-10-14 04:40:02,4595,s_432,policy_click,Referral,42354110
2025-10-24 11:10:19,1856,s_433,quote_view,Referral,34582600
