user_id,signup_date,city,device_type
102,2023-05-09,Isfahan,Tablet
103,2024-10-09,Mashhad,Mobile
104,2024-04-16,Isfahan,Tablet
105,2023-03-04,Tabriz,Desktop
106,2023-05-19,Tabriz,Tablet
107,2024-05-13,Tehran,Desktop
108,2024-08-15,Shiraz,Mobile
109,2024-01-27,Tehran,Mobile
110,2024-11-05,Tabriz,Tablet
111,2024-02-23,Mashhad,Desktop
112,2023-10-16,Mashhad,Desktop
113,2024-01-14,Tehran,Desktop
114,2024-05-04,Tabriz,Tablet
115,2023-08-19,Mashhad,Desktop
116,2023-02-10,Tabriz,Desktop
117,2023-01-28,Mashhad,Desktop
118,2023-05-15,Tabriz,Desktop
119,2023-07-20,Isfahan,Tablet
120,2023-02-02,Tabriz,Tablet
121,2023-02-17,Tabriz,Desktop
122,2024-05-17,Tehran,Desktop
123,2024-02-11,Isfahan,Mobile
124,2024-07-27,Shiraz,Mobile
125,2024-12-28,Tehran,Desktop
126,2023-04-09,Shiraz,Desktop
127,2024-11-14,Mashhad,Mobile
128,2024-12-26,Shiraz,Mobile
129,2024-06-30,Tabriz,Desktop
130,2024-09-04,Shiraz,Tablet
131,2024-04-06,Tehran,Tablet
132,2024-10-04,Tehran,Desktop
133,2023-01-05,Shiraz,Desktop
134,2023-08-06,Tehran,Mobile
135,2024-05-17,Tehran,Mobile
136,2024-02-02,Shiraz,Tablet
137,2024-01-28,Isfahan,Desktop
138,2023-07-26,Isfahan,Mobile
139,2023-01-15,Mashhad,Tablet
140,2024-07-07,Tehran,Tablet
141,2024-04-05,Shiraz,Tablet
142,2024-11-21,Tehran,Mobile
143,2024-07-28,Tabriz,Mobile
144,2023-08-29,Tehran,Desktop
145,2024-07-17,Tehran,Desktop
146,2023-04-06,Isfahan,Tablet
147,2024-04-29,Shiraz,Tablet
148,2024-02-11,Tehran,Mobile
149,2023-08-19,Isfahan,Mobile
150,2024-10-16,Mashhad,Desktop
151,2023-06-20,Isfahan,Desktop
152,2024-06-24,Isfahan,Desktop
153,2023-02-05,Isfahan,Mobile
154,2024-06-08,Tehran,Tablet
155,2023-06-09,Tehran,Desktop
156,2024-11-29,Mashhad,Desktop
157,2023-08-31,Tabriz,Mobile
158,2023-03-27,Tabriz,Desktop
159,2024-07-31,Tabriz,Tablet
160,2024-11-12,Mashhad,Mobile
161,2024-07-10,Tabriz,Desktop
162,2024-07-27,Tabriz,Desktop
163,2024-10-07,Isfahan,Mobile
164,2023-01-28,Tehran,Mobile
165,2024-09-11,Tehran,Desktop
166,2024-07-09,Isfahan,Tablet
167,2023-12-06,Isfahan,Mobile
168,2023-11-27,Isfahan,Tablet
169,2024-10-01,Tehran,Desktop
170,2024-05-20,Tabriz,Tablet
171,2023-12-14,Isfahan,Desktop
172,2024-04-17,Mashhad,Desktop
173,2023-08-19,Isfahan,Desktop
174,2023-07-09,Shiraz,Desktop
175,2023-08-13,Isfahan,Tablet
176,2024-01-20,Tehran,Desktop
177,2024-01-12,Isfahan,Desktop
178,2023-10-10,Shiraz,Tablet
179,2024-09-24,Mashhad,Mobile
180,2024-09-19,Tabriz,Tablet
181,2023-09-16,Isfahan,Tablet
182,2023-12-25,Shiraz,Tablet
183,2024-12-10,Shiraz,Desktop
184,2024-03-31,Mashhad,Desktop
185,2024-02-15,Tehran,Desktop
186,2024-10-10,Isfahan,Mobile
187,2023-11-14,Shiraz,Desktop
188,2024-11-07,Mashhad,Mobile
189,2023-08-13,Tabriz,Desktop
190,2023-08-22,Shiraz,Tablet
191,2024-11-14,Mashhad,Desktop
192,2024-10-25,Tehran,Mobile
193,2024-01-09,Tehran,Mobile
194,2024-11-02,Shiraz,Desktop
195,2024-08-30,Shiraz,Tablet
196,2024-04-16,Isfahan,Desktop
197,2023-08-21,Mashhad,Desktop
198,2024-11-22,Shiraz,Desktop
199,2023-04-23,Isfahan,Tablet
200,2024-05-11,Isfahan,Mobile
201,2024-03-17,Shiraz,Tablet
202,2024-07-17,Tehran,Mobile
203,2023-09-25,Mashhad,Mobile
204,2024-05-24,Mashhad,Mobile
205,2024-01-21,Tehran,Tablet
206,2024-01-22,Shiraz,Desktop
207,2023-04-23,Mashhad,Desktop
208,2024-09-04,Shiraz,Desktop
209,2024-09-16,Shiraz,Desktop
210,2023-03-22,Isfahan,Desktop
211,2024-11-29,Tehran,Tablet
212,2023-04-23,Shiraz,Tablet
213,2023-01-02,Tabriz,Tablet
214,2024-10-03,Tehran,Tablet
215,2023-08-08,Mashhad,Tablet
216,2024-07-19,Isfahan,Tablet
217,2023-08-13,Mashhad,Tablet
218,2024-01-20,Mashhad,Desktop
219,2024-02-07,Tehran,Mobile
220,2024-09-29,Mashhad,Tablet
221,2023-05-10,Shiraz,Mobile
222,2023-02-22,Mashhad,Tablet
223,2024-11-14,Isfahan,Tablet
224,2024-12-30,Isfahan,Desktop
225,2024-11-02,Tabriz,Mobile
226,2024-12-10,Isfahan,Desktop
227,2024-02-20,Mashhad,Desktop
228,2023-09-04,Isfahan,Mobile
229,2024-03-14,Tehran,Desktop
230,2023-07-22,Isfahan,Tablet
231,2023-07-03,Shiraz,Tablet
232,2023-05-03,Tehran,Tablet
233,2024-02-05,Tabriz,Tablet
234,2023-10-21,Shiraz,Tablet
235,2023-10-07,Mashhad,Desktop
236,2024-09-01,Mashhad,Desktop
237,2023-07-17,Mashhad,Tablet
238,2024-05-25,Shiraz,Tablet
239,2023-05-24,Shiraz,Desktop
240,2024-08-31,Shiraz,Mobile
241,2023-07-20,Tehran,Desktop
242,2023-05-04,Tehran,Desktop
243,2023-07-06,Mashhad,Desktop
244,2023-11-22,Isfahan,Desktop
245,2024-04-08,Mashhad,Desktop
246,2023-12-15,Tabriz,Mobile
247,2024-10-21,Tehran,Tablet
248,2024-02-07,Shiraz,Tablet
249,2023-12-12,Tehran,Mobile
250,2024-05-25,Shiraz,Tablet
251,2023-05-27,Tabriz,Tablet
252,2023-05-28,Tabriz,Tablet
253,2024-12-11,Tehran,Mobile
254,2024-05-03,Shiraz,Mobile
255,2024-10-01,Tabriz,Tablet
256,2024-07-04,Mashhad,Tablet
257,2023-12-04,Mashhad,Tablet
258,2024-10-02,Shiraz,Desktop
259,2024-04-17,Tehran,Desktop
260,2023-05-31,Tabriz,Desktop
261,2024-02-19,Tehran,Mobile
262,2023-10-25,Mashhad,Tablet
263,2024-09-02,Tabriz,Mobile
264,2023-09-20,Tehran,Mobile
265,2023-05-24,Isfahan,Mobile
266,2023-12-12,Shiraz,Tablet
267,2024-09-15,Shiraz,Desktop
268,2024-07-25,Isfahan,Tablet
269,2023-01-02,Mashhad,Tablet
270,2023-10-31,Tabriz,Mobile
271,2023-09-11,Shiraz,Mobile
272,2024-10-13,Isfahan,Mobile
273,2024-03-28,Isfahan,Desktop
274,2023-02-06,Mashhad,Desktop
275,2023-06-09,Mashhad,Desktop
276,2023-01-09,Tehran,Tablet
277,2023-08-21,Shiraz,Mobile
278,2023-04-09,Tehran,Tablet
279,2024-10-20,Isfahan,Desktop
280,2023-07-27,Tabriz,Mobile
281,2023-05-11,Tabriz,Desktop
282,2024-02-08,Mashhad,Mobile
283,2023-06-01,Tabriz,Mobile
284,2023-02-23,Tabriz,Tablet
285,2023-04-30,Tabriz,Tablet
286,2024-11-03,Isfahan,Desktop
287,2024-09-19,Tabriz,Tablet
288,2024-08-09,Tabriz,Tablet
289,2024-09-16,Tabriz,Tablet
290,2024-02-24,Tehran,Mobile
291,2024-02-26,Isfahan,Tablet
292,2023-04-14,Mashhad,Desktop
293,2023-09-11,Tehran,Mobile
294,2023-08-15,Shiraz,Mobile
295,2023-04-22,Isfahan,Tablet
296,2024-05-24,Isfahan,Mobile
297,2024-04-17,Shiraz,Desktop
298,2023-04-09,Shiraz,Desktop
299,2023-06-02,Shiraz,Mobile
300,2023-12-04,Mashhad,Tablet
301,2024-12-06,Tabriz,Tablet
302,2023-06-12,Isfahan,Mobile
303,2024-12-20,Tabriz,Desktop
304,2024-11-11,Tabriz,Mobile
305,2023-06-10,Shiraz,Tablet
306,2024-08-02,Mashhad,Tablet
307,2024-02-02,Tehran,Mobile
308,2023-10-04,Mashhad,Desktop
309,2024-05-18,Tabriz,Mobile
310,2024-01-27,Mashhad,Desktop
311,2023-05-15,Shiraz,Desktop
312,2023-07-14,Tehran,Mobile
313,2024-02-05,Shiraz,Mobile
314,2024-10-01,Tehran,Desktop
315,2023-02-02,Tabriz,Desktop
316,2024-11-18,Tehran,Desktop
317,2024-04-04,Tehran,Desktop
318,2024-04-14,Tehran,Tablet
319,2024-01-10,Mashhad,Mobile
320,2023-01-22,Mashhad,Desktop
321,2024-10-31,Tabriz,Mobile
322,2023-02-07,Tehran,Desktop
323,2023-08-18,Isfahan,Mobile
324,2023-12-31,Tabriz,Mobile
325,2024-07-16,Tehran,Desktop
326,2024-03-13,Tehran,Desktop
327,2023-10-10,Mashhad,Mobile
328,2023-01-27,Tabriz,Mobile
329,2023-08-14,Tehran,Mobile
330,2023-10-04,Tehran,Tablet
331,2024-08-31,Tabriz,Desktop
332,2023-10-11,Isfahan,Tablet
333,2024-04-25,Tabriz,Tablet
334,2024-03-28,Tabriz,Desktop
335,2024-10-20,Isfahan,Desktop
336,2024-05-30,Tabriz,Tablet
337,2024-06-30,Tehran,Desktop
338,2023-07-11,Tabriz,Mobile
339,2023-02-18,Isfahan,Mobile
340,2024-05-26,Shiraz,Tablet
341,2023-01-17,Tabriz,Tablet
342,2023-06-21,Mashhad,Desktop
343,2023-08-08,Tehran,Desktop
344,2023-06-07,Tehran,Tablet
345,2024-04-21,Mashhad,Tablet
346,2023-02-15,Mashhad,Mobile
347,2024-01-08,Tabriz,Mobile
348,2024-06-01,Mashhad,Desktop
349,2023-04-09,Shiraz,Mobile
350,2023-02-06,Isfahan,Desktop
351,2023-10-07,Mashhad,Desktop
352,2023-12-15,Mashhad,Desktop
353,2024-05-11,Shiraz,Mobile
354,2023-10-29,Tehran,Tablet
355,2023-06-30,Tehran,Tablet
356,2024-08-29,Tabriz,Mobile
357,2023-04-09,Shiraz,Tablet
358,2024-11-30,Isfahan,Desktop
359,2023-04-26,Isfahan,Tablet
360,2023-07-10,Shiraz,Mobile
361,2023-09-10,Isfahan,Tablet
362,2023-06-10,Tehran,Desktop
363,2023-09-13,Isfahan,Desktop
364,2023-11-19,Isfahan,Mobile
365,2023-05-08,Shiraz,Mobile
366,2023-01-18,Shiraz,Mobile
367,2024-07-19,Isfahan,Desktop
368,2024-07-23,Mashhad,Tablet
369,2023-11-19,Shiraz,Tablet
370,2024-11-16,Tabriz,Mobile
371,2024-09-17,Tabriz,Tablet
372,2023-10-15,Tehran,Tablet
373,2024-10-24,Isfahan,Mobile
374,2024-09-30,Mashhad,Mobile
375,2023-06-04,Tehran,Desktop
376,2024-05-04,Isfahan,Desktop
377,2024-01-21,Shiraz,Desktop
378,2023-04-14,Tabriz,Desktop
379,2024-01-28,Mashhad,Tablet
380,2023-09-03,Tabriz,Tablet
381,2023-06-25,Shiraz,Desktop
382,2023-02-08,Isfahan,Desktop
383,2024-04-21,Shiraz,Mobile
384,2024-11-12,Shiraz,Tablet
385,2024-06-21,Tabriz,Tablet
386,2024-02-12,Mashhad,Desktop
387,2024-06-08,Shiraz,Tablet
388,2024-05-20,Tabriz,Mobile
389,2023-02-05,Mashhad,Mobile
390,2024-11-15,Isfahan,Tablet
391,2023-01-20,Isfahan,Desktop
392,2023-11-17,Tehran,Tablet
393,2024-05-26,Tabriz,Mobile
394,2024-02-04,Mashhad,Desktop
395,2024-10-15,Shiraz,Tablet
396,2024-04-15,Isfahan,Desktop
397,2023-05-23,Mashhad,Desktop
398,2023-04-02,Tabriz,Mobile
399,2023-12-20,Tehran,Desktop
400,2024-12-27,Isfahan,Tablet
401,2023-02-20,Mashhad,Desktop
402,2024-10-26,Mashhad,Desktop
403,2024-11-28,Mashhad,Tablet
404,2024-07-28,Tabriz,Mobile
405,2023-07-09,Tabriz,Mobile
406,2023-05-05,Tabriz,Tablet
407,2023-05-30,Shiraz,Tablet
408,2023-11-10,Mashhad,Mobile
409,2024-07-23,Isfahan,Desktop
410,2023-12-08,Tabriz,Tablet
411,2023-11-01,Tabriz,Desktop
412,2024-11-22,Mashhad,Tablet
413,2024-11-12,Tabriz,Mobile
414,2023-02-23,Shiraz,Desktop
415,2024-03-19,Shiraz,Desktop
416,2024-09-04,Tabriz,Tablet
417,2023-09-21,Mashhad,Desktop
418,2023-02-22,Mashhad,Tablet
419,2024-07-25,Mashhad,Mobile
420,2024-09-11,Tehran,Desktop
421,2023-01-05,Tabriz,Tablet
422,2023-04-13,Mashhad,Desktop
423,2023-07-15,Shiraz,Tablet
424,2023-12-16,Isfahan,Tablet
425,2023-02-16,Isfahan,Tablet
426,2024-10-17,Mashhad,Mobile
427,2023-09-26,Isfahan,Desktop
428,2024-01-05,Isfahan,Mobile
429,2024-09-27,Tehran,Tablet
430,2023-04-16,Shiraz,Tablet
431,2024-10-31,Shiraz,Mobile
432,2024-10-20,Tehran,Mobile
433,2024-10-18,Tehran,Desktop
434,2023-04-30,Isfahan,Tablet
435,2024-08-26,Tabriz,Mobile
436,2023-02-27,Isfahan,Tablet
437,2023-12-12,Tehran,Tablet
438,2024-04-18,Shiraz,Desktop
439,2023-04-27,Isfahan,Desktop
440,2023-05-07,Tabriz,Desktop
441,2024-01-28,Isfahan,Mobile
442,2024-10-02,Mashhad,Tablet
443,2023-02-27,Isfahan,Mobile
444,2024-09-25,Tehran,Mobile
445,2024-05-27,Shiraz,Desktop
446,2023-04-06,Shiraz,Tablet
447,2024-09-29,Tehran,Tablet
448,2023-04-28,Mashhad,Desktop
449,2024-07-13,Tehran,Tablet
450,2024-08-23,Isfahan,Desktop
451,2024-05-02,Tehran,Mobile
452,2023-08-25,Tehran,Mobile
453,2023-09-29,Mashhad,Desktop
454,2023-07-08,Isfahan,Mobile
455,2024-12-04,Tabriz,Mobile
456,2024-03-22,Tabriz,Desktop
457,2024-08-03,Shiraz,Mobile
458,2023-09-04,Tehran,Tablet
459,2023-03-17,Shiraz,Mobile
460,2023-06-03,Mashhad,Desktop
461,2024-10-17,Tabriz,Tablet
462,2024-03-10,Tehran,Tablet
463,2023-03-27,Mashhad,Mobile
464,2024-11-27,Mashhad,Tablet
465,2023-10-12,Tehran,Desktop
466,2023-08-08,Mashhad,Tablet
467,2023-03-10,Tehran,Mobile
468,2023-02-16,Tehran,Mobile
469,2023-04-04,Isfahan,Tablet
470,2024-03-28,Shiraz,Desktop
471,2023-07-23,Mashhad,Desktop
472,2023-08-06,Mashhad,Mobile
473,2024-04-18,Isfahan,Mobile
474,2024-03-07,Isfahan,Desktop
475,2023-12-07,Isfahan,Tablet
476,2024-07-04,Tabriz,Tablet
477,2024-09-03,Tabriz,Tablet
478,2023-10-16,Tabriz,Tablet
479,2023-09-11,Tehran,Desktop
480,2023-12-23,Mashhad,Mobile
481,2023-01-23,Shiraz,Mobile
482,2024-06-05,Tehran,Tablet
483,2023-04-10,Mashhad,Desktop
484,2023-06-29,Mashhad,Desktop
485,2023-08-11,Isfahan,Tablet
486,2024-10-20,Isfahan,Tablet
487,2024-03-17,Tehran,Tablet
488,2024-08-30,Isfahan,Mobile
489,2023-11-21,Mashhad,Tablet
490,2024-05-30,Isfahan,Mobile
491,2023-01-16,Tabriz,Desktop
492,2023-12-02,Isfahan,Desktop
493,2023-09-15,Mashhad,Mobile
494,2024-05-11,Tehran,Mobile
495,2023-06-09,Shiraz,Mobile
496,2024-04-19,Isfahan,Mobile
497,2024-10-25,Mashhad,Tablet
498,2024-11-20,Shiraz,Desktop
499,2024-11-05,Shiraz,Tablet
500,2024-01-15,Tabriz,Mobile
501,2024-06-28,Shiraz,Tablet
502,2024-11-21,Mashhad,Tablet
503,2024-03-02,Mashhad,Desktop
504,2024-09-04,Isfahan,Tablet
505,2023-09-25,Isfahan,Desktop
506,2024-07-30,Isfahan,Mobile
507,2024-02-21,Shiraz,Tablet
508,2023-06-17,Shiraz,Mobile
509,2023-02-12,Tabriz,Desktop
510,2024-07-09,Isfahan,Mobile
511,2023-10-12,Tehran,Mobile
512,2024-02-01,Tabriz,Desktop
513,2023-01-12,Tehran,Mobile
514,2024-08-29,Shiraz,Mobile
515,2023-10-29,Tabriz,Mobile
516,2023-09-10,Tabriz,Tablet
517,2024-05-13,Mashhad,Mobile
518,2023-02-04,Shiraz,Desktop
519,2024-12-27,Shiraz,Tablet
520,2023-03-31,Tabriz,Tablet
521,2024-08-27,Shiraz,Desktop
522,2024-08-24,Tabriz,Mobile
523,2024-02-22,Mashhad,Tablet
524,2023-04-25,Tabriz,Tablet
525,2024-09-08,Shiraz,Tablet
526,2023-07-15,Shiraz,Mobile
527,2024-05-15,Tabriz,Tablet
528,2024-09-17,Tabriz,Desktop
529,2024-05-07,Tabriz,Mobile
530,2023-03-16,Isfahan,Desktop
531,2024-02-17,Shiraz,Desktop
532,2024-01-11,Shiraz,Tablet
533,2024-02-24,Isfahan,Tablet
534,2024-12-29,Tabriz,Tablet
535,2023-10-04,Mashhad,Desktop
536,2024-11-06,Tabriz,Mobile
537,2024-01-29,Tabriz,Tablet
538,2024-04-01,Isfahan,Tablet
539,2023-07-11,Shiraz,Desktop
540,2024-11-19,Tabriz,Mobile
541,2023-04-09,Shiraz,Desktop
542,2024-07-01,Tehran,Tablet
543,2023-04-06,Shiraz,Desktop
544,2024-10-25,Mashhad,Tablet
545,2024-10-24,Mashhad,Mobile
546,2023-07-09,Tabriz,Desktop
547,2023-02-06,Shiraz,Tablet
548,2024-01-04,Tabriz,Tablet
549,2024-11-25,Isfahan,Tablet
550,2024-06-08,Mashhad,Tablet
551,2023-10-06,Tabriz,Desktop
552,2023-08-05,Isfahan,Tablet
553,2023-09-30,Tabriz,Desktop
554,2023-03-03,Shiraz,Tablet
555,2024-08-18,Shiraz,Desktop
556,2024-12-29,Shiraz,Desktop
557,2023-12-08,Shiraz,Tablet
558,2024-02-01,Tehran,Tablet
559,2024-11-29,Isfahan,Tablet
560,2023-01-19,Isfahan,Tablet
561,2023-06-26,Shiraz,Mobile
562,2024-09-03,Tehran,Tablet
563,2024-01-31,Shiraz,Tablet
564,2024-03-20,Tehran,Tablet
565,2023-08-21,Shiraz,Desktop
566,2023-03-17,Mashhad,Tablet
567,2023-09-22,Mashhad,Desktop
568,2024-03-30,Tabriz,Desktop
569,2024-12-18,Shiraz,Desktop
570,2024-01-19,Isfahan,Desktop
571,2024-07-17,Tabriz,Mobile
572,2024-05-20,Mashhad,Tablet
573,2024-01-02,Shiraz,Desktop
574,2023-05-24,Tabriz,Tablet
575,2023-03-10,Shiraz,Desktop
576,2023-04-09,Mashhad,Mobile
577,2024-01-31,Tabriz,Desktop
578,2023-01-25,Mashhad,Tablet
579,2024-04-13,Tehran,Tablet
580,2024-04-28,Mashhad,Mobile
581,2024-07-18,Shiraz,Tablet
582,2023-05-31,Isfahan,Tablet
583,2023-05-24,Mashhad,Desktop
584,2024-07-22,Isfahan,Tablet
585,2023-02-08,Tehran,Desktop
586,2023-04-19,Tabriz,Mobile
587,2024-11-23,Tabriz,Tablet
588,2023-02-11,Isfahan,Desktop
589,2023-07-05,Tabriz,Tablet
590,2024-02-02,Mashhad,Desktop
591,2023-08-11,Isfahan,Mobile
592,2024-09-25,Shiraz,Desktop
593,2023-05-13,Mashhad,Tablet
594,2023-06-12,Mashhad,Desktop
595,2023-08-03,Mashhad,Tablet
596,2023-08-23,Shiraz,Mobile
597,2024-10-19,Tehran,Desktop
598,2024-08-10,Tabriz,Tablet
599,2023-01-09,Isfahan,Tablet
600,2023-03-15,Tehran,Tablet
601,2024-05-06,Isfahan,Desktop
602,2023-09-10,Tabriz,Desktop
603,2023-08-18,Shiraz,Desktop
604,2024-06-02,Mashhad,Mobile
605,2023-06-23,Mashhad,Tablet
606,2024-10-14,Shiraz,Tablet
607,2023-06-17,Tehran,Mobile
608,2023-06-19,Tehran,Mobile
609,2024-01-28,Isfahan,Desktop
610,2024-09-25,Shiraz,Desktop
611,2023-07-13,Tehran,Desktop
612,2024-05-31,Shiraz,Desktop
613,2023-01-29,Tabriz,Desktop
614,2023-06-14,Mashhad,Desktop
615,2024-02-26,Mashhad,Mobile
616,2023-12-05,Mashhad,Mobile
617,2024-10-09,Shiraz,Mobile
618,2024-05-10,Shiraz,Tablet
619,2023-12-31,Isfahan,Tablet
620,2023-12-08,Mashhad,Desktop
621,2024-05-14,Isfahan,Mobile
622,2024-10-18,Mashhad,Tablet
623,2024-05-25,Isfahan,Tablet
624,2023-11-23,Isfahan,Mobile
625,2023-08-05,Tabriz,Tablet
626,2023-10-28,Isfahan,Tablet
627,2023-05-12,Shiraz,Mobile
628,2023-03-11,Isfahan,Tablet
629,2023-09-09,Mashhad,Mobile
630,2024-02-19,Isfahan,Tablet
631,2024-03-20,Tehran,Mobile
632,2023-07-01,Mashhad,Tablet
633,2023-06-16,Tehran,Tablet
634,2023-04-01,Mashhad,Mobile
635,2024-12-14,Shiraz,Tablet
636,2024-06-14,Shiraz,Mobile
637,2023-02-08,Shiraz,Mobile
638,2023-05-06,Tehran,Tablet
639,2024-03-26,Tabriz,Desktop
640,2023-06-22,Mashhad,Tablet
641,2024-10-14,Shiraz,Desktop
642,2023-08-08,Mashhad,Desktop
643,2024-09-29,Tehran,Tablet
644,2023-02-27,Tabriz,Desktop
645,2024-10-21,Tehran,Mobile
646,2024-04-20,Mashhad,Mobile
647,2024-03-31,Tabriz,Desktop
648,2023-12-27,Tabriz,Mobile
649,2023-01-01,Tehran,Tablet
650,2024-01-22,Shiraz,Mobile
651,2023-12-14,Mashhad,Desktop
652,2023-07-09,Isfahan,Tablet
653,2024-05-19,Isfahan,Mobile
654,2023-07-10,Tehran,Tablet
655,2024-05-22,Mashhad,Desktop
656,2024-01-04,Mashhad,Mobile
657,2024-02-13,Tehran,Tablet
658,2023-04-27,Mashhad,Tablet
659,2023-05-14,Shiraz,Mobile
660,2023-02-27,Tehran,Tablet
661,2024-07-09,Shiraz,Tablet
662,2024-11-15,Mashhad,Desktop
663,2024-11-02,Tehran,Desktop
664,2023-06-22,Mashhad,Desktop
665,2023-05-29,Tehran,Desktop
666,2023-03-21,Mashhad,Desktop
667,2023-08-01,Shiraz,Desktop
668,2023-07-22,Shiraz,Mobile
669,2023-08-17,Mashhad,Desktop
670,2024-11-06,Tehran,Tablet
671,2023-08-15,Isfahan,Mobile
672,2024-10-20,Shiraz,Tablet
673,2024-06-15,Shiraz,Desktop
674,2024-03-16,Isfahan,Desktop
675,2024-02-06,Mashhad,Tablet
676,2023-02-16,Tehran,Tablet
677,2023-08-21,Mashhad,Tablet
678,2023-11-01,Tabriz,Mobile
679,2024-06-09,Shiraz,Desktop
680,2023-05-23,Tabriz,Tablet
681,2024-02-19,Shiraz,Desktop
682,2024-05-27,Shiraz,Tablet
683,2024-01-08,Tabriz,Desktop
684,2024-07-19,Tabriz,Mobile
685,2023-09-16,Mashhad,Desktop
686,2024-10-17,Tabriz,Tablet
687,2024-04-15,Mashhad,Desktop
688,2023-01-12,Mashhad,Mobile
689,2023-11-26,Mashhad,Mobile
690,2023-12-24,Shiraz,Desktop
691,2024-02-12,Shiraz,Tablet
692,2024-10-29,Tabriz,Mobile
693,2024-01-08,Shiraz,Mobile
694,2023-01-08,Tabriz,Desktop
695,2023-05-02,Shiraz,Mobile
696,2023-12-14,Tehran,Mobile
697,2024-11-06,Tehran,Tablet
698,2023-03-31,Tabriz,Tablet
699,2024-10-09,Shiraz,Tablet
700,2024-11-28,Shiraz,Desktop
701,2023-11-12,Mashhad,Mobile
702,2023-06-27,Isfahan,Desktop
703,2024-06-23,Tabriz,Mobile
704,2023-02-10,Isfahan,Mobile
705,2024-12-04,Isfahan,Mobile
